PWSID,FacilityID,SamplePointID,HAA.Group,BCAA,BDCAA,DBCAA,DBAA,DCAA,MBAA,MCAA,TBAA,TCAA
MA3100000,2,DS001,HAA9,1.25,0.14075,0.079,0,9.25,0,1.3225,0,1.07875
MA3107000,1,502,HAA9,4.60125,2.3545,0.653,0.84775,15.7985,0.45125,0.5415,0,5.93775
MA3128000,20015,20015,HAA9,2.475,3.675,1.085,0.465,6.45,0.1625,0,0,8.125
MA3144000,4,41,HAA9,1.2145,1.5695,0.8325,0.8615,1.93325,0.1915,5.1175,0,3.705
MA3149000,10248,10248,HAA9,3.2825,3.3475,0.5125,0.514,13.55,1.135,3.6525,0,20.48
MA3155000,2,DS001,HAA9,1.28,0.146,0.0765,0,12.42,0,0.8025,0,1.10275
MA3157001,30001,DS1,HAA9,1.15725,0.5015,0,0,11.83825,0,1.375,0,1.62725
MA3160000,90001,10256,HAA9,1.445,0.1775,0,0.21,8.475,0,0.5,0,3.95
MA3163000,101,101,HAA9,3.9775,5.4525,1.56,0.63,7.1375,0.1125,0,0.5,8.185
MA3165000,2,DS001,HAA9,1.23,0.34075,0.077,0,12.0475,0,1.4025,0,1.00025
MA3168000,2,DS001,HAA9,0.99375,0.155,0,0.07725,10.6675,0,1.475,0,0.92075
MA3176000,2,DS001,HAA9,1.245,0.356,0.07525,0,10.78,0,1.51,0,1.04475
MA3178000,2,DS001,HAA9,0.87725,0.186,0.07825,0,9.43,0,0,0,1.05375
MA3181000,99001,10301,HAA9,2.315,2.6675,0.35575,0.3135,10.35,0.581,3.025,0,11.4475
MA3189000,2,DS001,HAA9,1.219,0.35175,0,0,11.33,0,1.4,0,1.1565
MA3198000,90001,4,HAA9,3.45,6.1,3.4,1.85,3.65,0,0,0,4.65
MA3199000,2,10280,HAA9,1.769,0.7485,0.62575,0.77375,9.3125,0,2.0325,0.905,1.2555
MA3206000,10004,10301,HAA9,3.8675,5.34,1.2865,1.079,8.25,0.50875,3.4475,0,13.1425
MA3207000,2,DS001,HAA9,1.131,0.31325,0,0.07525,10.34,0,1.16,0,1.058
MA3210000,19299,10284,HAA9,3.5075,1.9075,0.975,1.7525,6.945,0.09225,0,0,3.5875
MA3213000,10301,10301,HAA9,2.0325,2.15,0.405,0.125,9.22,0,0,0,10.6975
MA3229000,2,10299,HAA9,4.8525,3.8525,1.01,0.74125,18.475,0.075,1.3075,0,10.9425
MA3243000,2,DS001,HAA9,0.90025,0.2965,0,0,9.95,0,0.6125,0,1.035
MA3246000,2,DS001,HAA9,0.6075,0,0.0755,0,8.0275,0,0.5725,0,0.93475
MA3248000,2,DS001,HAA9,0.74325,0.2785,0,0,10.115,0,0.8575,0,0.98075
MA3258000,2,SD004,HAA9,6,7.6,1.245,0.71,14.25,0.3125,0.65,0,19.75
MA3259000,1952,201,HAA9,3.405,4.41,1.71,2.47,5.055,0.21,0,0,6.635
MA3262000,2,DS001,HAA9,1.225,0.1335,0.07625,0,12.07,0,1.395,0,1.1195
MA3274000,2,DS001,HAA9,1.225,0.372,0,0,10.4025,0,1.27,0,1.03525
MA3284000,2,DS001,HAA9,1.2225,0.1455,0.0755,0,11.3175,0,1.3475,0,1.1125
MA3288000,30,1,HAA9,7.1,9.05,2.45,2.55,11.7,0.68,0,0,15.45
MA3291000,2,DS001,HAA9,1.1475,0.2925,0,0,10.9275,0,0.8575,0,0.9705
MA3295000,99001,10409,HAA9,1.408,1.82,0.1225,0.07975,8.03,0,0,0,14.0325
MA3305000,2,20000,HAA9,3.35325,3.68,0.9625,0.6555,10.4675,0.19875,0.6225,0,6.85525
MA3308000,2,DS001,HAA9,1.08975,0.138,0.07725,0,9.56,0,0,0,1.0425
MA3314000,2,DS001,HAA9,1.13575,0.47825,0,0,10.5325,0,1.4225,0,1.202
MA3315000,19,30001,HAA9,6.17,1.3,1.26,1.63,8.41,0.31,4.29,0,0.868
MA3317000,5,10326,HAA9,5.9975,5.3775,3.216,2.89,7.745,0.5455,0,0,4.6475
MA3330000,99001,MADEP004,HAA9,5.675,6.025,1.575,1.775,9.975,0.145,0,0,12.875
MA3333000,2,DS001,HAA9,1.195,0.13125,0.0775,0,11.26,0,0.51,0,1.01075
MA3342000,30,10359,HAA9,3.5775,4.2675,2.175,1.3375,5.395,0.123,0.59,0,2.74425
MA3344000,13,DBP02,HAA9,2.015,1.535,0.39,0.4425,6.8,0,0.85,0,4.525
MA3346000,2,DS001,HAA9,1.23,0.1515,0,0,11.5325,0,1.7775,0,1.101
MA3347000,2,20007,HAA9,3.7,2.895,2.4175,2.8925,3.445,0.35775,0,0.5075,1.66
MA4001000,99001,MR004,HAA9,5.6475,10.08,2.345,1.15925,11.2375,0.3125,0,0,17.575
MA4016000,99001,10000,HAA9,2.19,5.8025,0.98775,0.431,7.4,0.077,0.7175,0,24.425
MA4020004,10023,10023,HAA9,0.9785,0.2865,0.6355,0.9935,0.308,0,0,1.175,0
MA4036002,30001,DS2,HAA9,0.8555,0,0.162,0.745,1.0845,0.156,0,0,0
MA4040000,20001,20001,HAA9,4.035,5.175,1.405,1.3,11.2275,0.658,4.315,0,12.18
MA4041000,2,10038,HAA9,0.38,0,0.33,0.915,0,0,0,0,0
MA4042000,99001,10045,HAA9,2.1895,4.33,3.205,1.152,2.6,0.1925,0,0,3.505
MA4044000,14,10354,HAA9,4.8125,7.2975,0.83125,0.50575,16.25,0.1065,1.1375,0,27.025
MA4050000,2,10022,HAA9,2.17225,0.9105,0.6615,1.42,6.2675,0,1.2825,0,1.116
MA4055000,99001,MR002,HAA9,1.495,0.7,1.025,1.65,1.005,0.17,0,0,0.5
MA4072000,19,DS03,HAA9,2.485,4.585,0.44,0,21.625,0,1.1225,0,44.025
MA4075000,99999,DS6,HAA9,1.0655,0.755,0.6755,0.7825,0.725,0,0,0,0.2675
MA4076000,30001,DS1,HAA9,2.9585,5.132,1.05425,0.342,7.19825,0.09825,0,0,12.472
MA4082000,99001,MR006,HAA9,1.045,0.266,0.605,1.78,0.5185,0,0,0,0
MA4083000,10018,DS001,HAA9,4.025,2.96,1.62,2.17,4.08,0.161,0,1.35,3.875
MA4088000,25,25,HAA9,2.93,2.52,1.154,1.5465,4.335,0.1545,0,0,2.1
MA4095000,99008,U99008,HAA9,2.815,1.4045,0.15,0.26875,16.4675,0,0,0,8.1
MA4096000,99001,10390,HAA9,2.47,1.16125,1.025,1.8,3.1025,0,0.7925,0,1.3325
MA4099000,10023,DSS002,HAA9,3.4,5.03,1.268,1.013,8.17,0.16,0,0,7.8
MA4122000,4,DS3,HAA9,9.87,11.805,4.71,4.065,12.91,0.344,0,0,13.35
MA4126000,90006,10025,HAA9,0.6665,0.25,0.5955,1.23,0.3405,0.159,3.21,0,0
MA4131000,10302,10302,HAA9,5.9175,8.88,1.97,1.505,16,0.1225,1.1875,0,19.5
MA4133000,3,10004,HAA9,4.6,8,1.82,0.897,10.265,0.11675,0,0,16.175
MA4145000,99001,10044,HAA9,0.43,0,0,1.1,0.27,0,0,0,0
MA4167000,50001,DS04,HAA9,2.8365,4.425,0.5745,0.3585,10.67,0,0,0,19.4
MA4171000,20,1955,HAA9,0,0,0,0,0,0,0,0,0
MA4182000,10033,10033,HAA9,1.925,2.28,0.494,0.318,4.92,0,0,0,8.63
MA4201000,10381,DS7,HAA9,3.29,2.245,0,0.17725,29.55,0.405,3.0575,0,12.95
MA4211000,10000,2,HAA9,3.9,4.3,1.5,1.7,6.1,0,0,0,6.3
MA4218000,12282,12282,HAA9,4.145,3.905,0.9335,0.9425,15.8,0,1.5,0,9.89
MA4219000,10026,26,HAA9,2.53,4.28,0.727,0.16,8.89,0,0,0,14
MA4220000,2,DS001,HAA9,0.85925,0.305,0,0,9.275,0,1.7925,0,1.04275
MA4221000,10001,10393,HAA9,0.505,0,0,0.645,0.33,0,0,0,0
MA4224000,42240,10015,HAA9,1.98,0,0.817,3.015,1.0005,0.1725,1.79,0,0
MA4231000,10010,10010,HAA9,0,0,0,0,0,0,0,0,0
MA4239000,99001,10027,HAA9,0.775,0,0.53,1.15,0.44,0,0,0,0
MA4242000,8,DS04,HAA9,1,0,0.35,1.1,0.3,0,0,0,0
MA4244000,99001,10453,HAA9,6.406666667,10.06,2.433333333,1.132666667,16.6,0.587333333,1.78,0,17.43333333
MA4261000,3600,36,HAA9,1.005,0.625,0,0.176,8.45,0,0,0,8
MA4264000,99002,MR005,HAA9,4.26,3.66,1.865,1.875,5.91,0,0,1.185,4.545
MA4265000,10011,10011,HAA9,3.4,3.5,2.09,2.305,4.075,1.0115,2.42,0,4.09
MA4266000,99002,MR002,HAA9,0.18,1.455,0.7915,1.3595,0.301,0,0,1.13,0
MA4273000,21882,DS1,HAA9,4.6225,7.2025,1.009,0.68375,18.27,0.13075,0,0,27.5
MA4285000,99001,DS0002,HAA9,2.896666667,3.66,0.888333333,0.472666667,7.013333333,0,1.596666667,0,12.06666667
MA4292000,21,S2001,HAA9,5.35,7.075,3.775,10.025,12.375,0.675,0,3.7,20.3
MA4293000,99001,10401,HAA9,1.8225,2.2825,0,0,19.7,0,2.07,0,15.0225
MA4307000,99001,MR001,HAA9,3.26,3.51,0.6125,0.4515,16.35,0,0,0,14.8
MA4310000,12,10041,HAA9,1.435,0,0.182,1.3105,1.75,0,0,0,0.2705
MA4318047,30001,DS1,HAA9,0.4695,0,0,1.506,0,0.263,0,0,0
MA4336000,30,DS7,HAA9,2.6225,5.755,2.13075,1.23375,3.51,0.42425,4.065,0,9.9725
MA4338000,99001,DS04,HAA9,2.645,4,0.61,0.347,11.1025,0.095,0.82,0,13.32
MD0010008,3,30003,HAA9,1.585,1.915,0,0,23.3,1.44375,1.4375,0,23.375
MD0010009,30001,DBP102,HAA9,0.96375,1.3,0.0945,0,7.68425,0,0,0,7.20825
MD0010011,3,500000,HAA9,1.088666667,1.563666667,0,0,5.58,0.318,0,0,6.45
MD0010031,99001,DBP101,HAA9,0,0,0,0,0,0,0,0,0
MD0020001,2,7458EDGEWOODROAD,HAA9,0.449,0,0,0,0.929,0,0,0,0
MD0020004,5,9900003,HAA9,0.3265,0,0,0,0.485,0,0,0,0
MD0020008,9,9900005,HAA9,0.479,0,0,0,0.9775,0,0,0,0
MD0020012,97,9700001,HAA9,0.51,0,0,0,1.2,0,0,0,0.335
MD0020017,105,900008,HAA9,0.7395,0.348,0,0.1565,3.17,0,0,0,0.89
MD0040004,99001,DBP101,HAA9,0.8165,0,0.159,0.3455,1.874,0,0,0,0
MD0060002,10002,1000202,HAA9,4.1525,5.3625,0.70275,0.58975,23.35,0.1655,3.37,0,18.05
MD0060015,20,20000,HAA9,3.6,4.45,0.7105,0.38525,15.68,0.087,0.7625,0,18.65
MD0070011,6,WALNUTHILLTOWER,HAA9,2.445,4.745,0.742,0.17925,15.94,0,0,0,26.1
MD0070020,99001,DBP102,HAA9,2.5205,2.74875,0.368,0,55.7125,0.275,3.5,0,15.09975
MD0070029,30001,DBP101,HAA9,0.915,0,0,0.344,1.702,0.2085,0,0,0.2615
MD0080049,90001,DS04WD10312,HAA9,2.7925,2.34,0.2125,0.245,9.175,0,1.975,0,10.4425
MD0090002,5,DBP1,HAA9,1.255,0.55,0.3,0.485,1.95,0,0,0,1.97
MD0100015,10001,DS8,HAA9,3.675,4.125,0.9625,0.6,18.305,0.275,0.65,0,16.615
MD0100030,3,DS1,HAA9,4.86975,3.398,1.04775,1.20725,11.86675,0.59475,0,0,7.29225
MD0120001,99001,9900004,HAA9,1.85,0.7,0.5,1.8,1.9,0,0,0,1.25
MD0120002,99,9900004,HAA9,2.066666667,2.066666667,0.5,0.333333333,9.166666667,0,0,0,10.16666667
MD0120003,3,4,HAA9,3.1,4.125,0.595,0.365,12.2,0,0,0,19.95
MD0120012,1385,1074,HAA9,2.6225,4.0725,0.398,0.0805,14.275,0,0,0,19.525
MD0120016,16,11,HAA9,3.73,3.645,0.63,0.4975,15.0625,0.0975,3.025,0,16.2875
MD0130002,99001,AVG3,HAA9,3.03,4.1725,0.64625,0.08075,16.35,0,0.9775,0,19.025
MD0150003,2,DS03,HAA9,5.323333333,3.88,1.45,1.833333333,12.62333333,0.3,1.266666667,0,6.77
MD0150005,2107,DS02107,HAA9,4.55,5.85,0.75,0.53,21.5,0,1.425,0,26.25
MD0160002,37001,DS1,HAA9,0.395,0,0.17,0.18,0.945,0,0,0,0
MD0180007,99001,DBP03,HAA9,0.75,0,0,0.365,1.75,0,0,0,0.875
MD0180022,50,500000,HAA9,0.8,0,0,0.4255,1.225,0,0,0,0
MD0200003,6,DS1,HAA9,0.522,0.314,0.186,0,1.0045,0,0,0,0.929
MD0210010,1000,MRT4,HAA9,2.725,1.8,0.28,0.385,8.775,0.1925,16.55,0,5.425
MD0220004,3,DS04,HAA9,0.65,0,0,0.5,0.8,0,0,0,0
MD0230001,99001,DBP101,HAA9,1.1935,0,0.169,1.0275,0.946,0.66,0,0,0
MD0230003,98,9900002,HAA9,5.85,9.15,5.3,4.6,5.55,0.4,0,0,6.4
MD0230005,60,6,HAA9,1.045,0,0.165,1.355,0.93,0,0,0,0
MD0300002,6,DS15,HAA9,3.205,5.03,0.24075,0,37,0.079,1.93,0,41.8
MD1020124,30001,DBP101,HAA9,0,0,0,0,0.472,0,0,0,0
MD1130004,99001,DBP101,HAA9,0.3055,0,0,0.225,0.23,0,0,0,0
ME0000639,30001,DS1,HAA9,0.7335,0,0.191,0.474,1.7105,0.1565,0,0,0
ME0090070,13793,32DBPPOLANDSPR,HAA9,1.4,0.775,0.075,0,12.8,0.075,0,0,7.975
ME0090080,8348,MR1,HAA9,2.865,2.425,1.2975,1.795,3.445,0,1.68,0,2.36
ME0090110,1610,DS3,HAA9,0.19175,0,0,0,15.515,0,3.4475,0,1.9195
ME0090130,30001,DS1,HAA9,1.0835,1.064,0,0,14.314625,0,0,0,11.25625
ME0090170,1618,HAA54,HAA9,0.65,0.45,0,0,13,0,0,0,9.375
ME0090260,99001,DBP1,HAA9,2.22,5.465,0.7035,0,8.89,0,0,0,28.15
ME0090280,30001,DS1,HAA9,1.0645,1.36475,0,0,8.51825,0,0,0,12.0295
ME0090300,1639,DSDBP2,HAA9,1.255,2.6625,0.44,0,11.59,0.1,0,0,26.61
ME0090610,30001,DS1,HAA9,1.1975,0.741,0.2855,0.497,2.1585,0,0,0,1.638
ME0090750,8446,TTHM2,HAA9,1.236666667,1.4,0,0,11.73333333,0,0,0,14.96666667
ME0090760,4,DS5,HAA9,1.775,1.02025,0,0.124,9.9425,0,0,0,7.5975
ME0090790,10001,DS02,HAA9,1.655,2.045,0,0,12.675,0,0,0,16.25
ME0090830,13795,11DBPSTMARYS,HAA9,1.25,0.675,0.15,0,12.5,0.1,0,0,7.55
ME0091300,1786,DIST2THM,HAA9,0,0,0,0,7.2,0,2.2725,0,0
ME0091410,8541,MR1,HAA9,0.4095,0,0.2935,0.515,0.427,0,5.45,0,0.4095
ME0091680,40,DBP2S4,HAA9,1.775,1.925,0.25,0,13.75,0,0,0,11.225
MI0000012,30001,DS1,HAA9,4.92425,6.363,1.153,0.9415,15.40575,0.60125,0,0,14.6025
MI0000040,5007,DBP4,HAA9,4.025,2.775,0.9375,0.965,10.725,0,0,0,5.375
MI0000127,4926,DBP6,HAA9,3.865,6.185,1.1575,0.6775,13.6,0.23075,0.565,0,18.4875
MI0000130,4896,DBP1,HAA9,2.15,3.5,0.955,0.42,5.55,0.1425,0,0,8.575
MI0000150,30001,DS1,HAA9,0.67425,0.58225,0,0,3.56825,0,0,0,4.442
MI0000160,4711,DBP1,HAA9,1.255,1.9475,0.104,0,6.202,0.4565,0,0,10.06425
MI0000220,5008,DBP4,HAA9,0.76,0,0.07675,0.1885,4.1075,0,0,0,0
MI0000250,30001,DS1,HAA9,0.895,0.712,0,1.9065,0.345,0.6155,0,0,0
MI0000325,4868,DBP4,HAA9,2.275,4.15,0.82,0.31,7.15,0.1,0,0,9.35
MI0000390,4814,DBP2,HAA9,3.1625,3.6625,0.578,0.18225,12.45,0.107,0,0,14.925
MI0000450,4402,DBP1,HAA9,4.711,4.263,3.062,3.566,4.1405,0.794,0,0,2.1735
MI0000470,4669,DBP2,HAA9,2.875,2.72,0,0,11.4425,0,0,0,11.4875
MI0000630,4870,DBP2,HAA9,2.723333333,3.106666667,0.783333333,0.393333333,7.28,0,0,0,6.99
MI0000690,4798,DBP1,HAA9,2.7,3,0.7725,0.4675,6.25,0.1925,0,0,6.55
MI0000710,4715,DBP2,HAA9,0.6845,0.7205,0,0,3.135,0,0,0,2.39
MI0000730,4866,DBP4,HAA9,2.1,2.675,0.72,0.2875,5.025,0.165,0,0,6.525
MI0000790,4869,DBP4,HAA9,2.866666667,3.4,0.853333333,0.626666667,8.433333333,0,0.733333333,0,8.466666667
MI0000815,30001,DS1,HAA9,0,0,0,0,0,0,0,0,0
MI0000840,4850,DBP3,HAA9,4.42125,3.428,0.54525,0.61125,21.074375,0.59775,1.73025,0,13.97825
MI0000940,1,DS01,HAA9,2.435,3.7425,0.8505,0.2915,6.4175,0.197,0,0,6.095
MI0001010,4740,DBP1,HAA9,2.6,3.2,0.766666667,0.533333333,7.066666667,0,0,0,8.666666667
MI0001023,4859,DBPR1,HAA9,6.13575,6.74425,1.28225,1.1675,18.20825,0.8165,0,0,14.7895
MI0001030,4344,DBP4,HAA9,0.5,0.31,0.44,0.27,0.315,0,0,0,0
MI0001100,4895,DBP1,HAA9,2.9105,3.30475,0.74975,0.65275,9.083,0.5825,0.87,0,8.0775
MI0001390,4771,DBP5,HAA9,2.5,3.875,0.9275,0.225,6.425,0.3,0,0,9
MI0001440,4875,DBP3,HAA9,2.65,3.25,0.7925,0.48,7.3,0.1725,0,0,6.95
MI0001480,4775,DBP4,HAA9,2.775,3.65,0.555,0.64,8.125,0.17,0.825,0,7.45
MI0001500,4157,DBP3,HAA9,3.18,3.765,1.225,0.9285,5.72,0,0,1.3,5.565
MI0001573,4880,DBP2,HAA9,2.675,3.45,0.86,0.4375,7.425,0.4825,0,0,8.15
MI0001730,1,DBP9,HAA9,2.7775,3.165,0.673,0.54375,7.7725,0.19975,0,0,8.1325
MI0001740,4947,DBP1,HAA9,3.13,4.5975,0.9575,0.5825,8.895,0.1,0.55,0,8.6425
MI0001790,4961,DBP1,HAA9,0.397,0,0,0,1.85,0,0,0,0.2715
MI0001800,5,DBP1,HAA9,2.3875,3.9,0.985,0.3925,6.75,0.1025,0,0,9.85
MI0001950,1,DBP01,HAA9,2.05,3.15,0.65,0.245,5,0,0,0,6.825
MI0001960,4916,DBP6,HAA9,3.625,5.4,1.25,0.745,9.8,0.3925,0,0,12.175
MI0001990,4964,DBP1,HAA9,0.6965,0.282,0.3865,0.2135,1.62,0,0,0,1.12
MI0002125,30001,DS1,HAA9,2.8725,1.8775,2.072,2.625,2.3585,0.356,0,0,1.2575
MI0002170,4724,DBP2,HAA9,2.8675,4.486,0.24925,0,18.152375,0.188,0,0,34.159875
MI0002230,4795,DBP3,HAA9,2,4.225,0.965,0.2325,5.475,0,0,0,9.65
MI0002240,4789,DBP1,HAA9,3.0875,3.4725,0.775,0.405,8.41,0.125,0,0,9.2675
MI0002270,3963,DBP2,HAA9,1.737,0,0.496,2.928,0.9375,0.5955,0,0,0
MI0002280,4788,DBP4,HAA9,2.5275,2.705,0.66875,0.567,5.625,0,0,0,5.215
MI0002310,4731,DBP4,HAA9,3.337,4.47325,0.9245,0.60375,11.00075,0.44275,0,0,8.02825
MI0002385,4889,DBP2,HAA9,2.5,3.45525,0.73875,0.367,6.57325,0.553,0,0,7.14975
MI0002460,4863,DBP2,HAA9,3.133333333,3.666666667,0.92,0.53,7.633333333,0,0,0,7.966666667
MI0002500,25000,DBP2,HAA9,4.86975,5.30475,1.277,1.048,17.61725,0.68325,0.76475,0,10.4035
MI0002550,4942,DBP3,HAA9,1.495,2.515,0.6505,0.2385,5.025,0,0,0,7.785
MI0002565,4800,DBP1,HAA9,2.8325,4.3975,1.2465,0.6645,7.61,0.2385,0,0,8.1175
MI0002615,4728,DBP2,HAA9,3.233333333,3,0.666666667,0.7,7.966666667,0,0,0,6.366666667
MI0002617,4729,DBP2,HAA9,2.08,3.0475,0.643,0.30925,6.8075,0.07775,0,0,9.745
MI0002620,4932,DBP1,HAA9,4.89475,5.125,0.95525,0.9635,14.02175,0.6315,0,0,11.78975
MI0002745,3979,DBP2,HAA9,2.725,2.875,0.65,0.4,9.15,0,0,0,8.975
MI0002750,4925,DBP2,HAA9,4.75,4.6,1.575,1.28,9.075,0.115,0,0,12.35
MI0002760,4927,DBP1,HAA9,4.625,5.4,1.4,1.2675,11.625,0.4175,0,0,13.925
MI0002770,30001,DS1,HAA9,2.9855,4.853,1.672,1.016,4.122,0.516,0,0,4.553
MI0002790,10001,DBP5,HAA9,3.66,7.8525,0.9395,0.41525,13.3825,0.19375,0.5775,0,23.6175
MI0002820,4917,DBP1,HAA9,4.28975,4.1595,0.82375,0.88075,13.20425,0.79125,0,0,11.752
MI0002870,4902,DBP2,HAA9,2.0475,3.2625,0.76325,0.4605,4.7625,0.21025,0,0,6.365
MI0002890,30001,DS1,HAA9,2.0455,2.2395,0.5515,0.3475,4.84375,0.175,0,0,4.57225
MI0002900,4943,DBP2,HAA9,0.4,0.625,0.17,0,1.2525,0,0,0,1.375
MI0002920,4940,DBP1,HAA9,2.48,2.145,0.776,0.7815,6.2425,0.0905,0,0,5.7
MI0002970,4944,DBP2,HAA9,2.55,2.95,0.85,0.375,6.475,0.1225,0,0,6.65
MI0003020,4906,DBP2,HAA9,1,2.525,0.725,0.1,2.35,0,0,0,5.15
MI0003040,4774,DBP1,HAA9,2.55,4.6,0.95,0.275,6.55,0.1,0,0,7.85
MI0003100,4877,DBP2,HAA9,2.2,3.35,0.725,0.325,5.6,0.1,0,0,7.075
MI0003140,4695,DBP1,HAA9,3.266666667,3.3,0.906666667,0.593333333,8.133333333,0.59,0,0,7.933333333
MI0003190,4719,DBP2,HAA9,3.955,5.3025,1.1275,0.665,11.3,0.155,0,0,13.7
MI0003195,4938,DPBR1,HAA9,4.7985,4.30925,0.99625,1.2135,12.370625,0.823,0,0,10.13175
MI0003320,4894,DBP2,HAA9,2.84,3.8275,0.784,0.39575,7.3325,0.10425,0,0,7.3975
MI0003342,4558,DBP3,HAA9,1.434,0.8885,0.8415,1.057,1.2165,0.3675,0,0,0.768
MI0003360,4901,DBP1,HAA9,1.8835,3.33775,0.68525,0.202,4.89575,0.1835,0,0,7.91175
MI0003370,4455,DBP2,HAA9,4.03,4.665,3.08,1.8,4.895,0.4305,0,0,3.84
MI0003390,30001,DS1,HAA9,3.42725,4.29675,0.71025,0.43575,15.07325,0.3405,0.535,0,12.83475
MI0003470,5001,DBP1,HAA9,3.91425,2.951,1.60675,4.04225,3.60075,0.79675,0,0.506,0.39125
MI0003520,4418,DBP2,HAA9,2.705,3.93,0.7065,0.4165,6.45,0,0,0,8.61
MI0003620,4915,DBP7,HAA9,4.33725,4.8695,1.0715,0.82025,12.12,0.745,0,0,11.471
MI0003670,30001,DS1,HAA9,1.37575,1.598,0,0,10.4435,0,0,0,10.03275
MI0003726,9085,DBP2,HAA9,2.284,3.8325,0.77225,0.26325,9.235,0.1125,0,0,15.035
MI0003760,4007,DBP1,HAA9,0.1625,0,0,0,2.46,0,0,0,0.2565
MI0003870,4905,DBP1,HAA9,2.175,3,0.895,0.3875,5.3,0,0,0,6
MI0003930,4907,DBP2,HAA9,2.95875,3.486,0.7495,0.52525,7.2805,0.43725,0,0,6.177
MI0003990,4862,DBP1,HAA9,2.725,4.15,0.975,0.4225,7.4,0.1925,0,0,12.875
MI0004000,4872,DBP1,HAA9,3.0875,3.65,0.72475,0.76575,8.965,0.2615,1.125,0,9.3125
MI0004098,99991,DBP01,HAA9,2.615,1.75,1.32,2.82,1.635,0.196,0,0,0.5575
MI0004120,4683,DBP2,HAA9,1.411,0,0,0,7.4695,0.26575,0,0,2.48125
MI0004150,30001,DS1,HAA9,2.1445,2.1205,1.125,0.819,3.2315,0.217,0,0,1.845
MI0004220,4912,DBP1,HAA9,2.765,3.44,0.7475,0.505,6.045,0,0,0,6.53
MI0004260,4963,DBP6,HAA9,1.566666667,0.623333333,0.403,0.546333333,3.456666667,0,0,0,0.961333333
MI0004340,4003,DBP1,HAA9,1.9715,1.5735,0.365,0.1795,4.7775,0.188,0,0,4.4965
MI0004370,4674,DBP3,HAA9,3.16,3.8275,0.62725,0.333,15.35,0.0815,0.6175,0,15.2
MI0004375,4831,DBP2,HAA9,1.39875,2.6975,0.6195,0,6.1375,0,0,0,13.1025
MI0004390,30001,DS1,HAA9,0.6895,0,0,0.1715,0.3605,0.2525,0,0,0
MI0004450,4703,DBP1,HAA9,5.15,3.405,1.25,1.2465,11.6425,0.466,0,0,5.39
MI0004455,4749,DBP3,HAA9,5.65,0.9725,0.6475,2.475,10.2,0.1575,0,0.55,1.7
MI0004510,4709,DBP2,HAA9,4.7,5.675,0.9975,0.4775,18.575,0.525,0,0,20.35
MI0004530,5002,DBP4,HAA9,5.866666667,2.033333333,1.533333333,3.4,7.566666667,0.603333333,0,2.433333333,1.8
MI0004570,4716,DPB1,HAA9,3.2,5.2,1.21,0.695,7.975,0.1725,0,0,12.375
MI0004580,4717,DBP1,HAA9,4.62,6.39,1.7475,0.775,10.595,0.705,0.9,0,11.82
MI0004670,4710,DBP1,HAA9,2.366666667,2.9,0.633333333,0.366666667,8,0.266666667,0,0,7.733333333
MI0004740,1,DS01,HAA9,1.59,1.38,0.7155,0.7365,3.69,0,0,0,1.72
MI0004810,30001,DS1,HAA9,4.0165,3.963,0.874,0.9215,8.6685,0.5495,0,0,7.533
MI0004845,4949,DBP1,HAA9,2.669,3.93125,0.76375,0.42675,7.461,0.38425,0,0,8.61725
MI0004850,4921,DBP1,HAA9,3.875,5.125,1.2,0.8375,8.9,0.4325,0,0,10.725
MI0004870,4879,DBP1,HAA9,2.3225,4.165,0.99725,0.21525,6.7075,0.10875,0.5075,0,7.815
MI0004880,4881,DBP1,HAA9,3.3,3.7,0.9475,0.5625,8.7,0.6,0,0,9.475
MI0005035,4797,DBP1,HAA9,1.66925,2.5625,0.50425,0.0945,5.3275,0,0,0,7.895
MI0005120,4047,DBP1,HAA9,2.825,0.9745,1.355,3.375,1.965,0,6.34,0,0.948
MI0005210,30001,DS1,HAA9,0.631,0.385,0.234,0.4175,0.8145,0,0,0,0.9345
MI0005360,4756,DBP2,HAA9,2.69975,4.62675,0.9325,0.474,7.32425,0.3675,0,0,9.7505
MI0005370,5004,DBP1,HAA9,4.1,2.235,1.5275,3.2475,4.42,0.279,0,0.5025,2.64
MI0005420,4913,DBP1,HAA9,2.9865,3.55725,0.79975,0.63025,6.96075,0.489,0,0,6.215
MI0005440,4871,DBP1,HAA9,2.0325,3.03,0.785,0.0825,4.9125,0.1225,0,0,8.425
MI0005450,4876,DBP1,HAA9,2.1,2.825,0.7475,0.16,6.35,0.085,0,0,8.85
MI0005480,4690,DBP1,HAA9,2.43675,2.99525,0.63825,0.4335,6.68475,0.49775,0,0,6.0065
MI0005490,4882,DBP2,HAA9,2.6065,3.08675,0.55375,0.34925,8.20675,0.39475,0,0,7.57175
MI0005520,4410,DBP1,HAA9,1.2365,0.7155,0.343,0.9,0.9425,0.5265,0,0,0
MI0005640,4899,DBP1,HAA9,3.45,3.775,1.15,0.63,9.2,0.31,0.525,0,7.925
MI0005710,4955,DBP1,HAA9,3.13025,3.68875,0.83575,0.551,8.24,0.52175,0,0,7.11325
MI0005785,44444,DBP4,HAA9,2.8525,4.5575,0.965,0.4775,7.735,0.2,0,0,8.595
MI0005820,4781,DBP4,HAA9,2.875,3.1,0.785,0.375,6.075,0.5625,0,0,6.175
