PWSID,HAA5_RAAQ95,HAA9_RAAQ95,TTHM_RAAQ95,HAA5_MCL,TTHM_MCL,STG2_MCL
CA1910169,0.5655,0.6755,5.685,<,<,No Violation
CA1910173,7.038,17.4805,41.65,<,<,No Violation
CA1910174,3.11675,7.053,14.91375,<,<,No Violation
CA1910179,2.0735,3.55125,13.87375,<,<,No Violation
CA1910186,3.65725,5.846,19.54375,<,<,No Violation
CA1910189,0.0,1.24666666666667,2.965,<,<,No Violation
CA1910191,6.9635,12.7025,43.2675,<,<,No Violation
CA1910194,13.633625,23.04675,36.1075,<,<,No Violation
CA1910203,7.051625,16.734125,37.5525,<,<,No Violation
CA1910204,7.03625,15.3465,22.4625,<,<,No Violation
CA1910205,6.688875,10.77975,42.5125,<,<,No Violation
CA1910211,4.67366666666666,8.99433333333333,29.35625,<,<,No Violation
CA1910212,0.96575,1.415,6.2275,<,<,No Violation
CA1910213,7.929375,21.621,52.565,<,<,No Violation
CA1910218,1.800375,3.398125,65.99,<,<,No Violation
CA1910223,0.98425,1.5925,15.40875,<,<,No Violation
CA1910225,9.892125,20.971125,52.55,<,<,No Violation
CA1910234,17.0677,27.9981,34.6075,<,<,No Violation
CA1910239,11.14925,20.55975,42.87,<,<,No Violation
CA1910240,12.7818333333333,31.0401666666667,51.6125,<,<,No Violation
CA1910245,12.459,22.288625,37.465,<,<,No Violation
CA1910255,10.7375,25.9185,46.95,<,<,No Violation
CA2000521,0.88575,2.382,5.9,<,<,No Violation
CA2000554,0.54,0.96,,<,?,Uncertain (No TTHM Data)
CA2010001,0.0,0.0,0.0,<,<,No Violation
CA2010002,0.0,0.0,0.646,<,<,No Violation
CA2110002,19.7849666666667,28.0184333333333,41.74125,<,<,No Violation
CA2110003,13.2698333333333,19.4005,55.263125,<,<,No Violation
CA2310001,21.824375,31.24925,39.6125,<,<,No Violation
CA2310003,9.867875,15.155,17.75975,<,<,No Violation
CA2410001,0.42825,0.50975,1.995,<,<,No Violation
CA2410004,1.30775,1.4685,7.8875,<,<,No Violation
CA2410005,12.56825,17.477,25.0,<,<,No Violation
CA2410009,0.17,0.17,4.05,<,<,No Violation
CA2710001,1.2055,1.2055,1.713625,<,<,No Violation
CA2710004,19.065875,34.682625,66.92125,<,<,No Violation
CA2710008,2.64775,3.009,14.2375,<,<,No Violation
CA2710009,3.26625,7.231,16.12125,<,<,No Violation
CA2710010,0.6025,0.84625,3.6525,<,<,No Violation
CA2710011,2.194,4.48125,14.9,<,<,No Violation
CA2710017,1.8855,4.81525,7.625,<,<,No Violation
CA2710850,0.83125,1.37275,1.0965,<,<,No Violation
CA2800112,0.815,0.815,1.35,<,<,No Violation
CA2810003,48.7665,62.78725,68.5375,<,<,No Violation
CA2810005,40.3925,49.48925,113.4625,<,>=,Violation
CA2910003,2.0512,2.41745,5.29,<,<,No Violation
CA2910004,16.8725,17.014,32.0,<,<,No Violation
CA2910006,26.20125,26.532125,49.2166666666667,<,<,No Violation
CA2910023,23.55625,24.60425,33.0,<,<,No Violation
CA3000825,0.342,0.342,3.3895,<,<,No Violation
CA3010001,9.89906666666667,16.5830666666667,59.6125,<,<,No Violation
CA3010002,5.086625,8.7555,25.79375,<,<,No Violation
CA3010003,7.3402625,13.2968875,40.71125,<,<,No Violation
CA3010004,4.42185,8.4863875,29.925,<,<,No Violation
CA3010010,9.42455,15.6192125,29.4166666666667,<,<,No Violation
CA3010017,9.63783333333333,19.0635,41.1175,<,<,No Violation
CA3010018,9.888125,23.861,79.92625,<,<,No Violation
CA3010022,4.3321125,7.6424875,21.41375,<,<,No Violation
CA3010023,2.9300875,5.5534,20.6625,<,<,No Violation
CA3010027,7.652825,13.7661875,37.675,<,<,No Violation
CA3010030,6.542,11.528625,28.1125,<,<,No Violation
CA3010035,5.0253625,9.1608875,23.325,<,<,No Violation
CA3010036,11.760375,19.72325,49.1083333333333,<,<,No Violation
CA3010037,13.21675,33.579275,63.68875,<,<,No Violation
CA3010038,5.812675,10.1495375,28.6875,<,<,No Violation
CA3010041,11.6696833333333,17.6412666666667,41.0733333333333,<,<,No Violation
CA3010042,22.45325,34.93975,58.165,<,<,No Violation
CA3010046,5.6151,9.275725,21.855,<,<,No Violation
CA3010053,9.8111875,19.4980875,54.96,<,<,No Violation
CA3010055,13.18375,18.965125,33.17625,<,<,No Violation
CA3010062,0.86725,0.86725,28.285,<,<,No Violation
CA3010064,2.9995375,5.3926125,26.10875,<,<,No Violation
CA3010069,0.704125,0.8995,16.70625,<,<,No Violation
CA3010073,9.6645,16.365,47.77,<,<,No Violation
CA3010079,12.324375,18.67125,44.6433333333333,<,<,No Violation
CA3010092,18.6541833333333,29.9400333333333,38.67375,<,<,No Violation
CA3010094,15.29925,26.064,60.20625,<,<,No Violation
CA3010100,1.74625,3.7572,11.95,<,<,No Violation
CA3010101,8.824125,13.689875,28.3166666666667,<,<,No Violation
CA3110004,36.22125,37.294625,,<,?,Uncertain (No TTHM Data)
CA3110005,23.3975,24.004125,60.75,<,<,No Violation
CA3110008,19.23375,19.939125,44.9,<,<,No Violation
CA3110025,29.97125,31.259,60.5,<,<,No Violation
CA3310001,5.09125,8.52875,18.1375,<,<,No Violation
CA3310002,0.965,2.018,5.54,<,<,No Violation
CA3310003,13.30425,29.33175,68.9125,<,<,No Violation
CA3310005,4.498,6.223375,23.2575,<,<,No Violation
CA3310006,0.5485,0.9755,5.1925,<,<,No Violation
CA3310007,0.17425,0.17425,3.03725,<,<,No Violation
CA3310008,0.48925,0.969,19.405,<,<,No Violation
CA3310009,8.8225,20.9455,62.2375,<,<,No Violation
CA3310012,8.53933333333333,15.5448333333333,38.925,<,<,No Violation
CA3310016,1.22875,2.48825,27.6583333333333,<,<,No Violation
CA3310020,0.35,0.35,5.1675,<,<,No Violation
CA3310021,1.829,2.7885,3.5025,<,<,No Violation
CA3310022,4.30325,8.00325,3.3,<,<,No Violation
CA3310025,2.214,6.62733333333333,34.225,<,<,No Violation
CA3310031,0.949,1.965625,6.575,<,<,No Violation
CA3310032,7.28475,17.83225,32.6625,<,<,No Violation
CA3310036,9.6835,16.768375,23.7625,<,<,No Violation
CA3310037,11.02725,19.54025,30.8875,<,<,No Violation
CA3310038,8.86375,15.57175,46.3625,<,<,No Violation
CA3310040,52.37875,55.141875,36.175,<,<,No Violation
CA3310044,4.716,9.559,20.6,<,<,No Violation
CA3310049,13.06475,17.2845,33.1125,<,<,No Violation
CA3310074,5.304125,9.13025,37.1166666666667,<,<,No Violation
CA3310800,2.156,4.6535,63.78875,<,<,No Violation
CA3400253,4.15,6.795,,<,?,Uncertain (No TTHM Data)
CA3410001,27.12125,28.76595,48.95,<,<,No Violation
CA3410004,8.23625,9.624875,31.3875,<,<,No Violation
CA3410006,28.723125,29.5077375,,<,?,Uncertain (No TTHM Data)
CA3410008,0.265,0.265,0.0,<,<,No Violation
CA3410009,30.83875,32.225625,,<,?,Uncertain (No TTHM Data)
CA3410010,12.379875,12.548625,0.0,<,<,No Violation
CA3410011,0.37975,0.55325,0.0,<,<,No Violation
CA3410013,15.288875,15.627375,,<,?,Uncertain (No TTHM Data)
CA3410014,31.6725,33.221,66.125,<,<,No Violation
CA3410015,24.02375,25.27325,,<,?,Uncertain (No TTHM Data)
CA3410016,26.25,27.401,,<,?,Uncertain (No TTHM Data)
CA3410017,1.68925,2.192125,1.825,<,<,No Violation
CA3410018,0.0,0.0,,<,?,Uncertain (No TTHM Data)
CA3410020,31.1875,34.24125,40.0,<,<,No Violation
CA3410021,26.81275,27.4570625,,<,?,Uncertain (No TTHM Data)
CA3410023,27.645125,30.508375,,<,?,Uncertain (No TTHM Data)
CA3410026,0.713,0.96075,,<,?,Uncertain (No TTHM Data)
CA3410029,17.20075,20.348375,,<,?,Uncertain (No TTHM Data)
CA3410031,9.13125,9.335125,,<,?,Uncertain (No TTHM Data)
CA3410704,24.626375,27.671375,41.8,<,<,No Violation
CA3510001,17.425875,30.391875,91.7125,<,>=,Violation
CA3510003,17.521875,27.9775,36.575,<,<,No Violation
CA3610001,7.26975,17.42975,40.0,<,<,No Violation
CA3610003,1.64766666666667,2.15316666666667,18.5,<,<,No Violation
CA3610004,15.437375,28.55575,54.2325,<,<,No Violation
CA3610008,0.6075,1.125,5.51,<,<,No Violation
CA3610012,10.401875,21.029375,64.5625,<,<,No Violation
CA3610013,0.94975,1.34425,2.2325,<,<,No Violation
CA3610014,1.2135,2.013,4.295,<,<,No Violation
CA3610018,13.458375,29.02625,68.2125,<,<,No Violation
CA3610024,0.30175,0.30175,1.475,<,<,No Violation
CA3610025,1.18275,1.9475,15.335,<,<,No Violation
CA3610028,2.79775,5.27725,15.0175,<,<,No Violation
CA3610029,10.6245,23.188,57.61,<,<,No Violation
CA3610034,13.0005,25.142875,65.1125,<,<,No Violation
CA3610036,10.548,24.309,74.0125,<,<,No Violation
CA3610037,23.592125,27.94575,46.9875,<,<,No Violation
CA3610038,2.46775,5.1665,20.3125,<,<,No Violation
CA3610039,1.691,3.106,10.67,<,<,No Violation
CA3610041,13.47875,30.10125,55.7,<,<,No Violation
CA3610043,3.18725,7.25575,12.7275,<,<,No Violation
CA3610049,0.5255,0.5255,6.44,<,<,No Violation
CA3610050,14.232,24.376,65.4,<,<,No Violation
CA3610052,1.38125,2.28,15.60625,<,<,No Violation
CA3610055,13.5888333333333,28.6358333333333,80.47125,<,>=,Violation
CA3610057,1.562,2.551,9.33033333333333,<,<,No Violation
CA3610064,16.65825,37.668,79.405,<,<,No Violation
CA3610073,1.80775,2.83375,11.85,<,<,No Violation
CA3610085,2.11,3.6035,10.58,<,<,No Violation
CA3610120,1.61625,1.748,0.87125,<,<,No Violation
CA3610121,0.3965,0.536,17.62,<,<,No Violation
CA3610125,1.266,2.001,18.35,<,<,No Violation
CA3610703,0.66025,0.98325,10.55,<,<,No Violation
CA3610705,4.2225,5.376,26.6433333333333,<,<,No Violation
CA3610850,0.2945,0.2945,2.482,<,<,No Violation
CA3710001,13.076375,22.4825,47.88625,<,<,No Violation
CA3710002,8.533,15.572375,41.575,<,<,No Violation
CA3710005,12.476,23.4273333333333,28.125,<,<,No Violation
CA3710006,16.838,33.515,55.6,<,<,No Violation
CA3710008,13.004375,20.779125,38.4333333333333,<,<,No Violation
CA3710010,11.1234375,19.31465,32.2,<,<,No Violation
CA3710013,10.638125,19.70775,44.45,<,<,No Violation
CA3710014,19.2885,36.631,58.4925,<,<,No Violation
CA3710015,22.701375,40.751375,62.6066666666667,<,<,No Violation
CA3710016,8.20425,14.844125,49.075,<,<,No Violation
CA3710018,11.496875,18.956375,22.2833333333333,<,<,No Violation
CA3710019,9.145,17.588125,29.75,<,<,No Violation
CA3710020,15.226375,29.596375,56.94375,<,<,No Violation
CA3710021,20.603,41.5455,60.95,<,<,No Violation
CA3710023,23.1215,47.2315,62.625,<,<,No Violation
CA3710025,22.466875,38.796875,55.59625,<,<,No Violation
CA3710026,9.238,16.570875,24.435,<,<,No Violation
CA3710027,17.085125,32.42125,54.995,<,<,No Violation
CA3710029,16.0875,28.63,54.2375,<,<,No Violation
CA3710034,13.03925,21.433,46.6,<,<,No Violation
CA3710037,11.6055,19.923,38.5375,<,<,No Violation
CA3710700,6.73925,17.42675,62.6,<,<,No Violation
CA3710702,6.75975,19.25475,51.8625,<,<,No Violation
CA3810010,37.145,38.2915,35.95875,<,<,No Violation
CA3810011,46.619375,47.8803625,36.84375,<,<,No Violation
CA3910001,16.155,18.010125,56.3625,<,<,No Violation
CA3910004,14.2575,15.023625,35.325,<,<,No Violation
CA3910005,25.528125,27.65625,58.8375,<,<,No Violation
CA3910007,0.29625,0.29625,2.678,<,<,No Violation
CA3910011,32.5421666666667,37.2577833333333,55.8125,<,<,No Violation
CA3910012,30.36475,39.386,61.1134999999999,<,<,No Violation
CA3910015,33.667375,35.84925,51.55,<,<,No Violation
CA3910027,11.276375,23.238,60.9775,<,<,No Violation
CA4010001,20.731875,31.74675,65.4325,<,<,No Violation
CA4010002,13.50375,28.685,52.0875,<,<,No Violation
CA4010004,17.45025,28.301125,39.6,<,<,No Violation
CA4010007,17.7975,31.59025,53.7625,<,<,No Violation
CA4010009,50.61075,65.19,68.65,<,<,No Violation
CA4010011,14.42,29.49875,52.0875,<,<,No Violation
CA4010026,13.395,22.569125,25.2,<,<,No Violation
CA4010830,18.905625,35.980125,63.275,<,<,No Violation
CA4110001,25.27625,25.712,46.67625,<,<,No Violation
CA4110003,34.98125,36.527625,45.40875,<,<,No Violation
CA4110006,31.93325,34.489125,57.245,<,<,No Violation
CA4110007,23.91875,24.91125,41.477,<,<,No Violation
CA4110008,31.21875,31.700125,40.8975,<,<,No Violation
CA4110009,25.06875,25.72325,42.326375,<,<,No Violation
CA4110011,24.886875,44.51875,71.95,<,<,No Violation
CA4110013,24.930475,26.2221375,45.613625,<,<,No Violation
CA4110016,31.730625,32.96395,51.89875,<,<,No Violation
CA4110017,32.5031666666667,33.1002833333333,49.6925,<,<,No Violation
CA4110018,35.0971666666667,36.1777,51.246,<,<,No Violation
CA4110021,25.5096666666667,26.0930666666667,55.155,<,<,No Violation
CA4110022,36.703625,37.2439125,48.03125,<,<,No Violation
CA4110023,10.7740875,14.598225,20.70375,<,<,No Violation
CA4110024,23.2356666666667,23.8408,43.0875,<,<,No Violation
CA4110025,11.03775,15.474,25.13475,<,<,No Violation
CA4110027,11.003125,16.13275,24.54,<,<,No Violation
CA4210001,28.9268333333333,44.2135,65.2625,<,<,No Violation
CA4210004,26.56125,44.23625,63.625,<,<,No Violation
CA4210006,4.6565,13.672,33.0,<,<,No Violation
CA4210007,39.24875,45.951875,73.0375,<,<,No Violation
CA4210010,21.2425,36.51375,52.85,<,<,No Violation
CA4210011,10.49625,23.00875,40.295,<,<,No Violation
CA4210016,11.947,28.0095,16.0775,<,<,No Violation
CA4310001,11.170375,27.491625,50.561625,<,<,No Violation
CA4310004,1.3332,1.3332,8.486125,<,<,No Violation
CA4310005,35.289625,38.53775,47.05,<,<,No Violation
CA4310006,1.903075,2.09175,17.790125,<,<,No Violation
CA4310007,30.446375,37.40565,59.935875,<,<,No Violation
CA4310009,34.0175,34.90925,37.85,<,<,No Violation
CA4310011,17.010375,27.491375,57.7425,<,<,No Violation
CA4310012,33.411,34.85045,48.2625,<,<,No Violation
CA4310013,30.596,31.203325,51.875125,<,<,No Violation
CA4310014,33.991375,42.922,57.34625,<,<,No Violation
CA4310018,16.4901666666667,32.481,,<,?,Uncertain (No TTHM Data)
CA4310019,34.9076,35.3618,47.410125,<,<,No Violation
CA4310020,8.983475,13.59995,48.164875,<,<,No Violation
CA4310022,1.9,3.02,13.0,<,<,No Violation
CA4310028,0.76,2.975,22.9375,<,<,No Violation
CA4410010,39.694,57.54275,61.5125,<,<,No Violation
CA4410011,2.872875,6.7015,38.2075,<,<,No Violation
CA4410013,3.2595,6.9915,37.6625,<,<,No Violation
CA4410014,20.5905,27.302875,34.8,<,<,No Violation
CA4410016,1.4235,3.43275,13.0,<,<,No Violation
CA4410017,8.77705,20.4078,53.6875,<,<,No Violation
CA4510001,0.0,0.0,36.3,<,<,No Violation
CA4510005,42.98875,45.822125,43.84125,<,<,No Violation
CA4510006,21.4033333333333,23.7373333333333,46.7,<,<,No Violation
CA4510011,24.23125,25.342,55.2,<,<,No Violation
CA4510013,54.78375,57.1125,65.0116666666667,<,<,No Violation
CA4510014,35.0860375,37.654825,49.875,<,<,No Violation
CA4810001,17.752,22.32475,,<,?,Uncertain (No TTHM Data)
CA4810003,20.0639875,26.122175,57.9875,<,<,No Violation
CA4810005,40.172375,45.50525,65.125,<,<,No Violation
CA4810007,18.6082375,24.3637625,64.112375,<,<,No Violation
CA4810008,14.5865,19.7495,47.5575,<,<,No Violation
CA4900573,0.0,0.0,0.0,<,<,No Violation
CA4910005,9.62425,16.01225,36.770875,<,<,No Violation
CA4910006,6.6,10.526,32.431,<,<,No Violation
CA4910009,6.2534,10.8344,39.39375,<,<,No Violation
CA4910012,6.58,12.5235,27.95,<,<,No Violation
CA4910013,4.856,9.42,27.225,<,<,No Violation
CA4910014,3.9243,6.9851,19.9775,<,<,No Violation
CA4910016,4.843,8.773,19.85,<,<,No Violation
CA4910017,2.4008,5.092425,20.8895,<,<,No Violation
CA4910027,0.6961,0.94815,8.8905,<,<,No Violation
CA4910701,11.15125,18.607,32.616,<,<,No Violation
CA5010005,19.7595,21.664,52.075125,<,<,No Violation
CA5010010,25.307125,27.619625,67.55775,<,<,No Violation
CA5010013,1.103,1.103,5.28425,<,<,No Violation
CA5010014,0.2805,0.2805,2.146125,<,<,No Violation
CA5010017,1.4892,1.4892,17.5,<,<,No Violation
CA5010018,0.0,0.0,,<,?,Uncertain (No TTHM Data)
CA5010028,1.4435,1.4435,8.07625,<,<,No Violation
CA5110002,29.7666666666667,31.8125,59.3333333333333,<,<,No Violation
CA5410002,0.0,0.0,2.15,<,<,No Violation
CA5410003,0.50675,0.50675,3.044125,<,<,No Violation
CA5410004,1.42025,1.94275,10.6,<,<,No Violation
CA5410006,87.0755,91.1735,115.95,>=,>=,Violation
CA5410010,0.4325,0.55625,8.85,<,<,No Violation
CA5410015,0.8,1.152,11.325,<,<,No Violation
CA5410016,0.0,0.0,5.56,<,<,No Violation
CA5410513,14.035,18.2075,19.0,<,<,No Violation
CA5510001,49.55875,51.963375,68.025,<,<,No Violation
CA5510033,19.6,22.1825,45.75,<,<,No Violation
CA5610002,1.2865,2.11125,,<,?,Uncertain (No TTHM Data)
CA5610007,8.922625,15.815375,36.1,<,<,No Violation
CA5610009,2.915,7.86433333333333,45.3125,<,<,No Violation
CA5610011,1.885,4.655,17.9,<,<,No Violation
CA5610016,6.19725,10.717375,21.8125,<,<,No Violation
CA5610017,34.49375,52.745,75.6625,<,<,No Violation
CA5610018,12.040875,19.33675,34.5375,<,<,No Violation
CA5610019,5.01525,8.49025,25.275,<,<,No Violation
CA5610020,7.064625,15.061125,21.7833333333333,<,<,No Violation
CA5610023,7.09675,12.855,27.4625,<,<,No Violation
CA5610040,8.396,14.35075,30.91125,<,<,No Violation
CA5610043,6.552125,10.78125,20.675,<,<,No Violation
CA5610059,7.57625,13.06675,20.375,<,<,No Violation
CA5610063,6.289125,11.675125,32.65,<,<,No Violation
CA5610701,12.0225,26.3645,79.895,<,<,No Violation
CA5710001,7.053375,12.291875,,<,?,Uncertain (No TTHM Data)
CA5710003,25.953025,29.9042375,67.2375,<,<,No Violation
CA5710006,8.735625,12.346875,,<,?,Uncertain (No TTHM Data)
CA5710009,5.147875,8.508625,,<,?,Uncertain (No TTHM Data)
CA5810001,0.0,0.4545,3.7625,<,<,No Violation
CA5810002,4.479,10.074,12.45,<,<,No Violation
CA5810003,2.98305,3.9801,8.375125,<,<,No Violation
CO0101025,24.5275,44.4175,76.125,<,<,No Violation
CO0101055,11.959175,20.0787,31.20125,<,<,No Violation
CO0101063,2.7415,8.782,56.24,<,<,No Violation
CO0101115,14.3352,25.4276,45.22875,<,<,No Violation
CO0101140,17.0689125,26.0420625,42.86525,<,<,No Violation
CO0101150,19.7364,36.0412125,52.851,<,<,No Violation
CO0101170,11.97025,21.55375,32.700125,<,<,No Violation
CO0103005,20.58075,24.740375,26.43875,<,<,No Violation
CO0103010,9.80425,14.59175,0.5,<,<,No Violation
CO0103035,12.013,25.0658125,49.43875,<,<,No Violation
CO0103045,10.733875,25.3135,51.22125,<,<,No Violation
CO0104300,30.76175,35.7390875,56.5225,<,<,No Violation
CO0107152,34.283975,36.405725,36.895625,<,<,No Violation
CO0107155,24.887,27.21735,29.8825,<,<,No Violation
CO0107471,27.0166666666667,29.6253333333333,55.3975,<,<,No Violation
CO0107473,22.54865,31.054725,56.32375,<,<,No Violation
CO0107485,24.16875,25.958425,36.801875,<,<,No Violation
CO0107487,27.9035,30.7211625,55.67375,<,<,No Violation
CO0107725,41.844125,43.51975,65.9375,<,<,No Violation
CO0116001,13.4168125,16.9475,24.24375,<,<,No Violation
CO0118010,2.471375,4.827375,22.9625,<,<,No Violation
CO0118015,12.1302125,30.3337125,37.07875,<,<,No Violation
CO0118020,2.17875,2.827,3.116,<,<,No Violation
CO0118025,3.80025,9.72075,13.3125,<,<,No Violation
CO0118040,5.8716375,11.663225,17.80875,<,<,No Violation
CO0118055,12.01695,15.709875,37.76375,<,<,No Violation
CO0118076,3.62985,5.482875,10.03,<,<,No Violation
CO0119786,19.49875,31.4255,44.40125,<,<,No Violation
CO0119802,2.962375,7.776125,11.66375,<,<,No Violation
CO0121125,7.99385,19.25435,31.4,<,<,No Violation
CO0121150,44.981625,47.4231125,52.935,<,<,No Violation
CO0121275,25.4387125,32.796225,49.415,<,<,No Violation
CO0121775,24.3383833333333,31.7511166666667,54.54625,<,<,No Violation
CO0121845,49.711375,51.747975,68.09625,<,<,No Violation
CO0121900,22.3677,32.047325,51.31125,<,<,No Violation
CO0121930,6.0185,11.2565,44.81,<,<,No Violation
CO0122100,29.4467875,39.738975,37.85125,<,<,No Violation
CO0123538,15.051,17.5165,20.075,<,<,No Violation
CO0124147,15.905925,28.1322125,34.0275,<,<,No Violation
CO0128500,49.11375,57.308,40.85,<,<,No Violation
CO0130001,33.23435,37.3710125,38.36875,<,<,No Violation
CO0130020,8.7104125,18.18695,21.23875,<,<,No Violation
CO0130030,30.465875,37.478375,40.949625,<,<,No Violation
CO0130040,10.4051666666667,21.2913333333333,47.9875,<,<,No Violation
CO0134150,25.5475,28.795375,37.895,<,<,No Violation
CO0135233,29.596625,32.5581375,40.69,<,<,No Violation
CO0135257,25.39375,26.7005,39.56125,<,<,No Violation
CO0135291,25.8,28.463875,33.76375,<,<,No Violation
CO0135292,25.292125,27.7233375,34.255,<,<,No Violation
CO0135477,39.786,42.4234375,41.73125,<,<,No Violation
CO0135485,43.4675,46.31875,53.38875,<,<,No Violation
CO0136800,17.291,20.5655,29.48125,<,<,No Violation
CO0138045,7.277,14.2974,37.7985,<,<,No Violation
CO0139180,34.256,43.5823625,53.75,<,<,No Violation
CO0139321,37.7375,41.5025,37.133875,<,<,No Violation
CO0139791,18.69,20.401,33.5725,<,<,No Violation
CO0142900,20.04125,24.843275,29.27875,<,<,No Violation
CO0143518,20.6416666666667,22.9381666666667,24.0275,<,<,No Violation
CO0143755,19.6966666666667,22.02,23.938625,<,<,No Violation
CO0144005,16.50325,18.2104375,30.4625,<,<,No Violation
CO0149122,7.2705,7.7575375,10.54075,<,<,No Violation
CO0151500,14.4400875,17.1057875,8.76175,<,<,No Violation
CO0151650,44.25975,57.671375,53.43875,<,<,No Violation
CO0154524,64.16725,65.60315,76.3325,>=,<,Violation
CO0159020,43.50920625,51.08854375,46.85625,<,<,No Violation
CO0159055,34.558875,36.61175,15.4775,<,<,No Violation
CO0162233,25.88625,28.72375,36.140625,<,<,No Violation
CO0162255,33.3367,35.5531125,47.675,<,<,No Violation
CO0162260,31.5162666666667,37.8797166666667,64.14375,<,<,No Violation
CO0162321,32.3625,35.964225,55.9275,<,<,No Violation
CO0162418,35.125875,39.324625,44.4,<,<,No Violation
CO0162553,30.61875,33.757125,36.525,<,<,No Violation
CO0162610,29.5675,33.005375,41.0,<,<,No Violation
CO0162843,25.2425,27.958625,52.75375,<,<,No Violation
CO0163020,1.81733333333333,1.81733333333333,0.8,<,<,No Violation
CO0203002,15.09715,30.1912,47.31,<,<,No Violation
CO0218015,1.399825,1.772125,3.27,<,<,No Violation
CO0221445,40.065,45.5655,62.63375,<,<,No Violation
CO0230020,26.68725,41.544,32.925,<,<,No Violation
CO0235184,20.627625,22.97475,34.815,<,<,No Violation
CO0251700,10.01425,15.07125,6.5,<,<,No Violation
CT0040011,2.67875,5.095,9.7175,<,<,No Violation
CT0150011,61.0153875,71.726425,73.875,>=,<,Violation
CT0170011,33.300375,38.60475,55.1,<,<,No Violation
CT0330011,2.3825,5.6654,13.300875,<,<,No Violation
CT0340011,40.4838333333333,48.0886666666666,56.6,<,<,No Violation
