PWSID,HAA5_RAAQ95,HAA9_RAAQ95,TTHM_RAAQ95,HAA5_MCL,TTHM_MCL,STG2_MCL
SC1920001,49.887125,55.50595,68.32875,<,<,No Violation
SC2030004,11.4985,17.538625,45.439625,<,<,No Violation
SC2110001,20.6034,25.62495,54.310025,<,<,No Violation
SC2110007,3.21615,4.39848333333333,9.1359,<,<,No Violation
SC2220010,29.1788125,37.0424125,70.29875,<,<,No Violation
SC2310001,9.463375,11.3094875,12.01125,<,<,No Violation
SC2310005,24.762125,27.864625,36.51875,<,<,No Violation
SC2320003,32.1065,35.2231666666667,29.81,<,<,No Violation
SC2410001,18.86945,22.4144375,21.5575,<,<,No Violation
SC2510006,1.149,1.4955,7.8896,<,<,No Violation
SC2610001,25.7666125,31.545025,31.49652375,<,<,No Violation
SC2610008,20.4886125,24.383475,36.18149125,<,<,No Violation
SC2610011,26.3299,32.2049,32.997325,<,<,No Violation
SC2620001,39.09945,44.0377,37.09174125,<,<,No Violation
SC2620002,31.8403125,35.7848125,30.856225,<,<,No Violation
SC2620003,21.657775,39.6909,75.0973025,<,<,No Violation
SC2620004,37.931125,41.8320625,32.39073625,<,<,No Violation
SC2810001,18.8367,25.267525,36.99425,<,<,No Violation
SC2820001,37.7430625,45.54485,45.83745,<,<,No Violation
SC2820005,0.7177125,1.1438,3.213305,<,<,No Violation
SC2910001,21.9155,26.7751875,26.12125,<,<,No Violation
SC2920001,18.7321666666667,24.7285333333333,52.775,<,<,No Violation
SC3010001,29.11075,34.6864625,62.4375,<,<,No Violation
SC3020001,47.0776375,54.9287,69.6125,<,<,No Violation
SC3210001,19.370625,22.402775,20.36053875,<,<,No Violation
SC3210003,51.417,57.2508,47.58290125,<,<,No Violation
SC3210004,25.0433625,28.5390875,28.34545,<,<,No Violation
SC3220003,22.728,26.4906375,22.14965125,<,<,No Violation
SC3320001,11.51585,23.108175,69.3478025,<,<,No Violation
SC3610001,40.754,47.7169,65.055565,<,<,No Violation
SC3710002,24.4327625,27.7766375,43.725,<,<,No Violation
SC3710004,43.7845,47.6924,56.8225,<,<,No Violation
SC3720001,15.493375,18.0532625,57.49875,<,<,No Violation
SC3810001,63.8675,65.9788875,27.651375,>=,<,Violation
SC3810011,13.082625,15.99075,3.805,<,<,No Violation
SC3910001,38.257875,40.8944875,66.78,<,<,No Violation
SC3910002,27.9345,32.370275,33.2825,<,<,No Violation
SC3910004,15.22525,18.718575,37.77125,<,<,No Violation
SC3920002,10.184875,12.147475,11.115,<,<,No Violation
SC4010001,44.5795125,52.3185,27.09715125,<,<,No Violation
SC4010501,36.785325,45.0212,26.4532725,<,<,No Violation
SC4210001,28.2435,33.0016625,62.03,<,<,No Violation
SC4210003,25.40375,29.307,31.46375,<,<,No Violation
SC4220002,33.327125,36.7806125,32.81625,<,<,No Violation
SC4220006,33.258175,38.5470625,62.33375,<,<,No Violation
SC4220007,39.8557875,48.9157125,85.9175,<,>=,Violation
SC4220010,22.90175,27.43425,50.4025,<,<,No Violation
SC4310001,0.889775,1.068275,1.64116666666667,<,<,No Violation
SC4320003,0.424925,0.424925,0.345166666666667,<,<,No Violation
SC4410001,23.50685,30.3760125,49.24125,<,<,No Violation
SC4610002,20.5823125,28.30445,54.86875,<,<,No Violation
SC4610003,13.4789875,19.573,42.28375,<,<,No Violation
SC4620002,13.8151375,19.6923,44.34625,<,<,No Violation
SD4600020,17.86306875,24.24970625,,<,?,Uncertain (No TTHM Data)
SD4600071,22.0064,36.4714,,<,?,Uncertain (No TTHM Data)
SD4600169,32.7326,37.51475,,<,?,Uncertain (No TTHM Data)
SD4600214,24.482,32.73633125,,<,?,Uncertain (No TTHM Data)
SD4600242,3.79925,6.5775,,<,?,Uncertain (No TTHM Data)
SD4600294,17.07,27.165375,,<,?,Uncertain (No TTHM Data)
SD4600311,0.6125,0.7747,,<,?,Uncertain (No TTHM Data)
SD4600342,2.927,7.3295,,<,?,Uncertain (No TTHM Data)
SD4600356,17.7923125,32.4371875,,<,?,Uncertain (No TTHM Data)
SD4600406,3.9652625,7.7622625,,<,?,Uncertain (No TTHM Data)
SD4600423,21.48575,31.04625,,<,?,Uncertain (No TTHM Data)
SD4600429,7.7,13.405,,<,?,Uncertain (No TTHM Data)
SD4600433,37.494125,48.670125,,<,?,Uncertain (No TTHM Data)
SD4600501,11.615,16.37,,<,?,Uncertain (No TTHM Data)
SD4600520,0.68,1.53,,<,?,Uncertain (No TTHM Data)
SD4600865,26.575375,35.8527125,,<,?,Uncertain (No TTHM Data)
SD4601089,19.20519375,24.21955625,,<,?,Uncertain (No TTHM Data)
SD4602175,38.93459375,47.05871875,,<,?,Uncertain (No TTHM Data)
SD4602303,0.965,2.9,,<,?,Uncertain (No TTHM Data)
TN0000007,26.9783333333333,29.5151666666667,,<,?,Uncertain (No TTHM Data)
TN0000008,40.88625,46.665,,<,?,Uncertain (No TTHM Data)
TN0000014,5.922,11.714,,<,?,Uncertain (No TTHM Data)
TN0000022,36.597875,41.09175,,<,?,Uncertain (No TTHM Data)
TN0000024,38.5575,42.366125,,<,?,Uncertain (No TTHM Data)
TN0000038,19.10045625,21.53783125,,<,?,Uncertain (No TTHM Data)
TN0000056,22.775125,27.796375,,<,?,Uncertain (No TTHM Data)
TN0000058,56.867,61.0583,,<,?,Uncertain (No TTHM Data)
TN0000069,35.69055,41.5659625,,<,?,Uncertain (No TTHM Data)
TN0000073,49.804875,54.128,,<,?,Uncertain (No TTHM Data)
TN0000080,1.4215,2.8265,,<,?,Uncertain (No TTHM Data)
TN0000097,50.5775,55.79775,,<,?,Uncertain (No TTHM Data)
TN0000107,28.46475,34.247625,,<,?,Uncertain (No TTHM Data)
TN0000108,51.874625,56.23625,,<,?,Uncertain (No TTHM Data)
TN0000109,26.904625,43.292125,,<,?,Uncertain (No TTHM Data)
TN0000113,53.515,59.5333333333333,,<,?,Uncertain (No TTHM Data)
TN0000116,31.383375,36.5295,,<,?,Uncertain (No TTHM Data)
TN0000117,54.64175,58.597125,,<,?,Uncertain (No TTHM Data)
TN0000120,45.4025,51.349625,,<,?,Uncertain (No TTHM Data)
TN0000126,0.583833333333333,1.00716666666667,,<,?,Uncertain (No TTHM Data)
TN0000128,34.6975,38.9395,,<,?,Uncertain (No TTHM Data)
TN0000133,34.07214375,37.9738875,,<,?,Uncertain (No TTHM Data)
TN0000144,1.73,3.46,,<,?,Uncertain (No TTHM Data)
TN0000147,29.801375,34.757875,,<,?,Uncertain (No TTHM Data)
TN0000150,34.36375,38.417625,,<,?,Uncertain (No TTHM Data)
TN0000159,42.2266666666667,46.1918333333333,,<,?,Uncertain (No TTHM Data)
TN0000167,50.51875,56.054375,,<,?,Uncertain (No TTHM Data)
TN0000169,33.2133333333333,38.4283333333333,,<,?,Uncertain (No TTHM Data)
TN0000174,50.165,57.698,,<,?,Uncertain (No TTHM Data)
TN0000188,84.97,88.2325,,>=,?,Violation
TN0000191,41.7478333333333,46.5941666666667,,<,?,Uncertain (No TTHM Data)
TN0000201,1.9765,2.95875,,<,?,Uncertain (No TTHM Data)
TN0000211,3.3535,5.172,,<,?,Uncertain (No TTHM Data)
TN0000218,44.0966666666667,50.2893333333333,,<,?,Uncertain (No TTHM Data)
TN0000219,25.7557625,31.7254375,,<,?,Uncertain (No TTHM Data)
TN0000221,11.649,13.372625,,<,?,Uncertain (No TTHM Data)
TN0000231,2.330875,3.5975,,<,?,Uncertain (No TTHM Data)
TN0000233,36.05686875,39.61164375,,<,?,Uncertain (No TTHM Data)
TN0000242,45.206625,55.799625,,<,?,Uncertain (No TTHM Data)
TN0000244,41.47125,47.051,,<,?,Uncertain (No TTHM Data)
TN0000246,32.2708333333333,37.5931666666667,,<,?,Uncertain (No TTHM Data)
TN0000247,39.016225,46.7828,,<,?,Uncertain (No TTHM Data)
TN0000249,59.689375,64.3251875,,<,?,Uncertain (No TTHM Data)
TN0000253,33.245,37.93375,,<,?,Uncertain (No TTHM Data)
TN0000261,19.488875,25.0505,,<,?,Uncertain (No TTHM Data)
TN0000262,1.08,2.2,,<,?,Uncertain (No TTHM Data)
TN0000264,46.5145,53.801875,,<,?,Uncertain (No TTHM Data)
TN0000266,38.0175,41.7613333333333,,<,?,Uncertain (No TTHM Data)
TN0000271,32.1445,38.976125,,<,?,Uncertain (No TTHM Data)
TN0000273,17.60225,20.538875,,<,?,Uncertain (No TTHM Data)
TN0000274,41.3789125,46.6369125,,<,?,Uncertain (No TTHM Data)
TN0000280,51.20275,57.46875,,<,?,Uncertain (No TTHM Data)
TN0000286,29.54525,35.58905,,<,?,Uncertain (No TTHM Data)
TN0000287,40.5245625,46.7547125,,<,?,Uncertain (No TTHM Data)
TN0000294,27.6916666666667,31.8521666666667,,<,?,Uncertain (No TTHM Data)
TN0000299,3.39775,5.34825,,<,?,Uncertain (No TTHM Data)
TN0000303,1.35,2.075,,<,?,Uncertain (No TTHM Data)
TN0000314,0.933,1.544,,<,?,Uncertain (No TTHM Data)
TN0000316,0.13,0.44,,<,?,Uncertain (No TTHM Data)
TN0000318,25.618125,28.857875,,<,?,Uncertain (No TTHM Data)
TN0000322,46.795,50.6175,,<,?,Uncertain (No TTHM Data)
TN0000331,19.71875,23.14925,,<,?,Uncertain (No TTHM Data)
TN0000338,49.2,52.62625,,<,?,Uncertain (No TTHM Data)
TN0000349,54.590125,61.238875,,<,?,Uncertain (No TTHM Data)
TN0000366,35.652175,47.1833125,,<,?,Uncertain (No TTHM Data)
TN0000367,58.122,69.001,,<,?,Uncertain (No TTHM Data)
TN0000369,36.276375,46.210125,,<,?,Uncertain (No TTHM Data)
TN0000371,49.452375,53.9386875,,<,?,Uncertain (No TTHM Data)
TN0000373,31.464,37.4793333333333,,<,?,Uncertain (No TTHM Data)
TN0000374,48.27575,53.274225,,<,?,Uncertain (No TTHM Data)
TN0000386,29.95275,35.718,,<,?,Uncertain (No TTHM Data)
TN0000392,32.144625,36.975,,<,?,Uncertain (No TTHM Data)
TN0000393,30.050875,35.0355,,<,?,Uncertain (No TTHM Data)
TN0000394,32.86325,38.46075,,<,?,Uncertain (No TTHM Data)
TN0000396,31.840625,39.442875,,<,?,Uncertain (No TTHM Data)
TN0000400,32.8075,38.0775,,<,?,Uncertain (No TTHM Data)
TN0000402,108.273333333333,112.847333333333,,>=,?,Violation
TN0000405,43.846625,47.904375,,<,?,Uncertain (No TTHM Data)
TN0000409,36.699125,46.997375,,<,?,Uncertain (No TTHM Data)
TN0000423,59.57,63.8061666666667,,<,?,Uncertain (No TTHM Data)
TN0000424,41.935,48.1385,,<,?,Uncertain (No TTHM Data)
TN0000425,30.856,34.8365,,<,?,Uncertain (No TTHM Data)
TN0000428,30.0836625,37.361175,,<,?,Uncertain (No TTHM Data)
TN0000429,18.423375,21.6355,,<,?,Uncertain (No TTHM Data)
TN0000435,0.83075,2.74975,,<,?,Uncertain (No TTHM Data)
TN0000438,23.82125,26.151875,,<,?,Uncertain (No TTHM Data)
TN0000450,0.927,2.51075,,<,?,Uncertain (No TTHM Data)
TN0000458,1.60425,2.52475,,<,?,Uncertain (No TTHM Data)
TN0000474,7.676625,14.47225,,<,?,Uncertain (No TTHM Data)
TN0000479,5.30265,6.6807625,,<,?,Uncertain (No TTHM Data)
TN0000491,45.067,51.04325,,<,?,Uncertain (No TTHM Data)
TN0000494,34.7695375,40.884875,,<,?,Uncertain (No TTHM Data)
TN0000500,27.3515,32.2305,,<,?,Uncertain (No TTHM Data)
TN0000511,30.841875,37.272375,,<,?,Uncertain (No TTHM Data)
TN0000514,54.62725,60.4514625,,<,?,Uncertain (No TTHM Data)
TN0000515,30.25,45.84625,,<,?,Uncertain (No TTHM Data)
TN0000517,60.8695,68.976375,,>=,?,Violation
TN0000521,0.25925,0.5735,,<,?,Uncertain (No TTHM Data)
TN0000522,28.0868333333333,31.7898333333333,,<,?,Uncertain (No TTHM Data)
TN0000525,25.8126375,31.914075,,<,?,Uncertain (No TTHM Data)
TN0000531,38.07675,43.553875,,<,?,Uncertain (No TTHM Data)
TN0000532,26.712875,30.1705,,<,?,Uncertain (No TTHM Data)
TN0000536,1.60175,2.26475,,<,?,Uncertain (No TTHM Data)
TN0000540,0.665,0.83,,<,?,Uncertain (No TTHM Data)
TN0000548,25.35,28.47525,,<,?,Uncertain (No TTHM Data)
TN0000558,29.297,35.83625,,<,?,Uncertain (No TTHM Data)
TN0000559,46.7888333333333,53.0488333333333,,<,?,Uncertain (No TTHM Data)
TN0000562,42.88375,47.35975,,<,?,Uncertain (No TTHM Data)
TN0000578,25.53275,29.6695,,<,?,Uncertain (No TTHM Data)
TN0000581,10.8915,16.2425,,<,?,Uncertain (No TTHM Data)
TN0000584,0.395,1.335,,<,?,Uncertain (No TTHM Data)
TN0000590,35.86125,43.8165,,<,?,Uncertain (No TTHM Data)
TN0000593,53.1025,57.78325,,<,?,Uncertain (No TTHM Data)
TN0000598,3.455875,7.90175,,<,?,Uncertain (No TTHM Data)
TN0000611,11.9795,21.4395,,<,?,Uncertain (No TTHM Data)
TN0000613,13.364425,18.08125,,<,?,Uncertain (No TTHM Data)
TN0000615,1.05725,1.93,,<,?,Uncertain (No TTHM Data)
TN0000617,38.1871875,43.0552,,<,?,Uncertain (No TTHM Data)
TN0000626,45.7867375,59.4576625,,<,?,Uncertain (No TTHM Data)
TN0000628,31.288875,35.4955,,<,?,Uncertain (No TTHM Data)
TN0000636,37.1557125,43.016775,,<,?,Uncertain (No TTHM Data)
TN0000639,31.3130875,36.6434625,,<,?,Uncertain (No TTHM Data)
TN0000643,53.281375,56.444875,,<,?,Uncertain (No TTHM Data)
TN0000653,20.45125,23.120875,,<,?,Uncertain (No TTHM Data)
TN0000666,57.2395,66.071625,,<,?,Uncertain (No TTHM Data)
TN0000667,44.058,50.0225,,<,?,Uncertain (No TTHM Data)
TN0000687,41.733875,46.761625,,<,?,Uncertain (No TTHM Data)
TN0000699,38.903575,45.822,,<,?,Uncertain (No TTHM Data)
TN0000711,1.725,4.08,,<,?,Uncertain (No TTHM Data)
TN0000714,20.722875,23.182875,,<,?,Uncertain (No TTHM Data)
TN0000715,24.9525,29.1465,,<,?,Uncertain (No TTHM Data)
TN0000720,1.062,4.14675,,<,?,Uncertain (No TTHM Data)
TN0000726,28.19,30.7015,,<,?,Uncertain (No TTHM Data)
TN0000729,34.6558333333333,40.3863333333333,,<,?,Uncertain (No TTHM Data)
TN0000742,44.21025,49.9515,,<,?,Uncertain (No TTHM Data)
TN0000743,48.116375,53.83475,,<,?,Uncertain (No TTHM Data)
TN0000745,45.8446666666667,51.3911666666667,,<,?,Uncertain (No TTHM Data)
TN0000754,37.978,42.408,,<,?,Uncertain (No TTHM Data)
TN0000764,23.7715,27.1743333333333,,<,?,Uncertain (No TTHM Data)
TN0000765,2.99925,5.41725,,<,?,Uncertain (No TTHM Data)
TN0000770,40.181625,45.38775,,<,?,Uncertain (No TTHM Data)
TN0000790,44.3503333333333,49.214,,<,?,Uncertain (No TTHM Data)
TN0000791,33.860125,41.58675,,<,?,Uncertain (No TTHM Data)
TN0000818,46.6316666666667,51.1275,,<,?,Uncertain (No TTHM Data)
TN0000820,12.879675,17.273375,,<,?,Uncertain (No TTHM Data)
TN0000872,8.568,12.87925,,<,?,Uncertain (No TTHM Data)
TX0010001,26.67375,40.433375,63.0075,<,<,No Violation
TX0010015,16.9465,31.415,52.085,<,<,No Violation
TX0020001,1.349925,3.383825,10.18575,<,<,No Violation
TX0030004,28.543775,45.126025,59.495,<,<,No Violation
TX0040002,27.351675,40.2053,39.70125,<,<,No Violation
TX0050003,30.3388333333333,44.5911666666667,32.6,<,<,No Violation
TX0070003,3.98825,8.082,24.0575,<,<,No Violation
TX0110013,11.4668,21.51525,63.22875,<,<,No Violation
TX0130001,35.382375,61.936625,52.38625,<,<,No Violation
TX0140002,19.4,33.58375,45.28625,<,<,No Violation
TX0140004,46.9938333333333,81.5833333333333,29.4375,<,<,No Violation
TX0140005,22.5590125,42.6221375,66.36375,<,<,No Violation
TX0140006,25.1757875,45.4204375,39.71625,<,<,No Violation
TX0140023,23.6361666666667,41.8701666666667,35.10875,<,<,No Violation
TX0140107,26.5418333333333,47.5023333333333,40.9825,<,<,No Violation
TX0150009,1.0945,2.1175,4.64875,<,<,No Violation
TX0150018,8.34728571428571,15.1875714285714,70.9625,<,<,No Violation
TX0150039,0.0,0.0,0.0,<,<,No Violation
TX0150040,2.03025,4.35625,5.79875,<,<,No Violation
TX0150047,6.626375,11.012425,47.6175,<,<,No Violation
TX0150068,4.677175,8.8755,17.43,<,<,No Violation
TX0150084,14.614,24.5675,51.67625,<,<,No Violation
TX0150114,1.271025,1.90145,25.46625,<,<,No Violation
TX0150116,1.00575,1.6906,4.03375,<,<,No Violation
TX0150138,5.665875,9.78925,66.43,<,<,No Violation
TX0150178,2.01325,3.554875,6.675,<,<,No Violation
TX0150190,4.145,5.775,15.15,<,<,No Violation
TX0190003,19.96,23.2675,53.9675,<,<,No Violation
TX0190004,40.00505,44.17245,67.24125,<,<,No Violation
TX0200001,4.121925,11.9973,33.2475,<,<,No Violation
TX0200002,15.467825,21.67,23.9175,<,<,No Violation
TX0200004,33.6733125,53.263825,17.89,<,<,No Violation
TX0200005,17.5828,25.6482625,43.99375,<,<,No Violation
TX0200006,11.164625,24.3292875,22.9,<,<,No Violation
TX0200008,29.8701625,38.985975,37.69375,<,<,No Violation
TX0200009,0.45,0.45,12.4,<,<,No Violation
TX0200035,14.841,20.6648333333333,13.48,<,<,No Violation
TX0200390,0.185,0.605,9.3,<,<,No Violation
TX0200615,0.0,0.0,2.05,<,<,No Violation
TX0210001,2.88585,11.9894,36.08375,<,<,No Violation
TX0210002,2.810375,10.983425,30.9725,<,<,No Violation
TX0210005,6.788825,17.963075,47.68125,<,<,No Violation
TX0210016,55.052725,85.475275,60.31625,<,<,No Violation
TX0210017,10.5088,28.2689,61.67,<,<,No Violation
TX0250002,18.6368,35.537775,55.75125,<,<,No Violation
TX0280001,20.3945875,31.7084375,28.27625,<,<,No Violation
TX0290002,38.0219625,67.194425,81.34625,<,>=,Violation
TX0290007,36.9605,66.968,71.78375,<,<,No Violation
TX0310001,33.2791666666667,43.5216666666667,33.1575,<,<,No Violation
TX0310002,17.33375,28.782875,70.50375,<,<,No Violation
TX0310005,25.4626375,35.6005125,42.42625,<,<,No Violation
TX0310007,22.9769375,40.5871375,58.86375,<,<,No Violation
TX0310022,13.22575,22.31425,28.79375,<,<,No Violation
TX0310096,30.0013,56.0855,36.57875,<,<,No Violation
TX0320001,9.0326625,10.2049375,11.3735,<,<,No Violation
TX0320002,12.12155,31.48405,67.12,<,<,No Violation
TX0370002,37.0895,49.7495,50.5075,<,<,No Violation
TX0370053,10.42975,21.34975,37.5,<,<,No Violation
TX0430005,18.7782875,31.9034625,36.48375,<,<,No Violation
TX0430007,21.90375,35.915,38.84875,<,<,No Violation
TX0430009,24.5351875,40.3125875,33.495,<,<,No Violation
TX0430011,21.23455,33.5233,32.91875,<,<,No Violation
TX0430025,30.6052125,47.4959625,37.28375,<,<,No Violation
TX0430027,25.3388875,44.3121125,77.24,<,<,No Violation
TX0430033,17.9432625,28.546825,34.79375,<,<,No Violation
TX0430037,22.29075,33.29375,32.48375,<,<,No Violation
TX0430039,24.0184,36.0413625,38.41,<,<,No Violation
TX0430042,19.5375125,32.1603875,34.26625,<,<,No Violation
TX0440001,1.29,1.94,3.52,<,<,No Violation
TX0460001,23.2099,39.99165,74.665,<,<,No Violation
TX0460019,17.0375,36.70125,63.63375,<,<,No Violation
TX0460027,1.57425,3.02175,15.9,<,<,No Violation
TX0460172,10.432,21.1465,57.28875,<,<,No Violation
TX0460211,5.705,12.2875,28.275,<,<,No Violation
TX0460220,1.625,3.435,6.6,<,<,No Violation
TX0490001,27.99303125,42.19855625,63.885,<,<,No Violation
TX0490045,0.685,0.685,6.77,<,<,No Violation
TX0500001,18.286875,32.052375,38.26875,<,<,No Violation
TX0560002,0.155,0.325,1.2,<,<,No Violation
TX0570004,12.1626875,16.9990625,29.4375,<,<,No Violation
TX0570006,7.0705,12.5845,17.08625,<,<,No Violation
TX0570007,10.07475,15.731,18.67375,<,<,No Violation
TX0570010,20.4048375,40.4650375,36.39375,<,<,No Violation
TX0570013,5.555625,9.6450125,18.28875,<,<,No Violation
TX0570014,19.4986625,32.3425625,36.21625,<,<,No Violation
TX0570015,28.3173875,43.599725,33.75125,<,<,No Violation
TX0570016,5.571,11.786625,16.47,<,<,No Violation
TX0570031,7.9698375,12.4259125,26.71625,<,<,No Violation
TX0570032,6.89405,10.9510125,15.855,<,<,No Violation
TX0570034,18.849875,25.6505,40.13875,<,<,No Violation
TX0570036,11.8764125,18.002925,19.35625,<,<,No Violation
TX0570040,20.6289,26.29125,38.4825,<,<,No Violation
TX0570044,8.4875,13.0475,17.1,<,<,No Violation
TX0570047,12.172075,16.6577875,25.74625,<,<,No Violation
TX0570048,19.112625,30.381475,30.65625,<,<,No Violation
TX0570050,22.609475,30.003625,33.43375,<,<,No Violation
TX0570056,28.5081875,46.1012125,39.105,<,<,No Violation
TX0570057,19.72925,33.3755,35.785,<,<,No Violation
TX0570061,10.1642125,13.9225125,8.043,<,<,No Violation
TX0570085,14.2199166666667,19.4590833333333,17.24,<,<,No Violation
TX0570136,24.7015,31.993,37.7025,<,<,No Violation
TX0590001,1.457,1.484,9.5235,<,<,No Violation
TX0610002,5.7269375,9.28795,15.1525,<,<,No Violation
TX0610004,33.46415,40.16675,29.0825,<,<,No Violation
TX0610005,1.3195,2.08575,12.0,<,<,No Violation
TX0610023,7.9165,13.234875,25.25,<,<,No Violation
TX0610029,7.171,12.276,15.46,<,<,No Violation
TX0610035,18.9507375,31.141075,34.71125,<,<,No Violation
TX0610036,11.0645,15.4202125,26.66375,<,<,No Violation
TX0610065,8.9062625,13.912675,14.42875,<,<,No Violation
TX0610080,7.093875,12.4755375,14.0975,<,<,No Violation
TX0610081,30.796375,39.0824125,27.72125,<,<,No Violation
TX0680002,35.374775,50.91415,61.47625,<,<,No Violation
TX0700001,13.1113375,25.44125,40.31625,<,<,No Violation
TX0700005,46.7883,61.888525,38.3475,<,<,No Violation
TX0700008,54.335875,76.641125,63.39375,<,<,No Violation
TX0700028,2.71475,11.341,19.1,<,<,No Violation
TX0700031,15.55825,20.833,22.71375,<,<,No Violation
TX0700033,31.68285,42.8454,50.90125,<,<,No Violation
TX0700034,25.1699,39.1376,17.6845,<,<,No Violation
TX0700042,39.585,54.68875,39.94875,<,<,No Violation
TX0710002,15.0769625,31.3297375,58.93725,<,<,No Violation
TX0710005,2.65765,3.1571,33.20375,<,<,No Violation
TX0710018,11.156,25.9585,82.215,<,>=,Violation
TX0710020,1.53905,3.50096666666667,24.502625,<,<,No Violation
TX0710078,0.21,0.21,2.46,<,<,No Violation
TX0710154,14.7668625,27.6798625,52.026625,<,<,No Violation
TX0710187,1.044375,1.700175,51.34625,<,<,No Violation
TX0720001,28.89125,49.54325,62.33125,<,<,No Violation
TX0720002,4.7704,10.467225,14.093375,<,<,No Violation
TX0740001,23.2077875,30.532475,44.08125,<,<,No Violation
TX0750009,8.0375,25.0,70.82375,<,<,No Violation
TX0790003,12.035325,18.943975,23.845,<,<,No Violation
TX0790004,4.45105,7.074,3.335,<,<,No Violation
TX0790005,8.0059375,10.6001875,6.7875,<,<,No Violation
TX0790023,16.0533,27.833775,49.46875,<,<,No Violation
TX0790025,0.0,0.0,0.0,<,<,No Violation
TX0790028,0.831666666666667,1.53383333333333,1.23125,<,<,No Violation
TX0790038,40.49,51.00532125,38.76875,<,<,No Violation
TX0790051,0.42,0.75,1.45,<,<,No Violation
TX0790130,0.1672,0.61025,16.0933333333333,<,<,No Violation
TX0790132,3.972775,6.4382125,6.30875,<,<,No Violation
TX0790237,1.5053,3.59795,9.6075,<,<,No Violation
TX0790277,22.06625,31.8085,44.62,<,<,No Violation
TX0790296,0.152,0.152,1.93375,<,<,No Violation
TX0790307,0.0,0.0,15.6,<,<,No Violation
TX0790376,12.205,28.505,50.95,<,<,No Violation
TX0790433,23.85,31.375,10.6,<,<,No Violation
TX0790455,16.845125,22.942625,3.24,<,<,No Violation
TX0790498,6.53175,10.105875,1.725,<,<,No Violation
TX0800001,73.46875,89.75,61.55,>=,<,Violation
TX0800003,50.82865,56.17955,88.9525,<,>=,Violation
TX0840001,12.5295,29.5696666666667,52.79875,<,<,No Violation
TX0840002,51.3254375,61.3491625,40.725,<,<,No Violation
TX0840003,21.1201,40.1686,64.95875,<,<,No Violation
TX0840006,13.466875,31.89455,57.29125,<,<,No Violation
TX0840007,43.7175,54.674375,48.12625,<,<,No Violation
TX0840008,25.5041666666667,43.3725,63.5925,<,<,No Violation
TX0840044,77.10075,90.079875,55.2,>=,<,Violation
TX0860001,4.977275,8.50315,25.76125,<,<,No Violation
TX0900003,10.2126,24.1151,41.9725,<,<,No Violation
TX0910003,18.680125,27.4659,15.355,<,<,No Violation
TX0910006,12.6402,25.5905,60.94875,<,<,No Violation
TX0920003,9.6487625,18.240725,43.542375,<,<,No Violation
TX0920004,13.8186666666667,17.624,22.51875,<,<,No Violation
TX0940002,14.291975,30.850725,51.3075,<,<,No Violation
TX0940003,4.008125,6.806775,17.35625,<,<,No Violation
TX0940015,19.2255,29.2385,92.0725,<,>=,Violation
TX0940018,18.4492,33.414,67.34875,<,<,No Violation
TX0940020,6.53325,15.1728,30.715,<,<,No Violation
TX0940022,12.5232375,20.31965,110.07875,<,>=,Violation
TX0950004,12.9877,27.43965,56.785,<,<,No Violation
TX1000035,1.50135,3.09185,10.28125,<,<,No Violation
TX1010003,29.7002125,43.4499375,40.905,<,<,No Violation
TX1010004,26.87525,34.230375,37.78375,<,<,No Violation
TX1010007,37.2365375,45.2280625,25.8925,<,<,No Violation
TX1010009,28.412425,39.3453,44.07875,<,<,No Violation
TX1010013,43.96855,52.6526125,43.5875,<,<,No Violation
TX1010014,7.463875,9.6477,8.1225,<,<,No Violation
TX1010015,20.7692625,28.6033375,32.01375,<,<,No Violation
TX1010017,0.338,0.338,0.52625,<,<,No Violation
TX1010018,21.3382666666667,31.40125,39.76125,<,<,No Violation
TX1010026,2.1415,4.23675,13.255,<,<,No Violation
TX1010027,12.187225,16.6657375,21.91875,<,<,No Violation
TX1010056,65.436875,79.98325,40.56125,>=,<,Violation
TX1010062,46.36855,56.96125,36.54,<,<,No Violation
TX1010148,15.9173,20.4054875,34.31375,<,<,No Violation
TX1010209,1.83,2.255,4.2,<,<,No Violation
TX1010226,37.770875,45.45975,41.2025,<,<,No Violation
TX1010233,13.45,14.64,9.9,<,<,No Violation
TX1010237,0.39645,0.790675,3.975,<,<,No Violation
TX1010238,29.27675,38.64575,39.225,<,<,No Violation
TX1010239,34.2691666666667,42.0509166666667,32.60625,<,<,No Violation
TX1010277,11.79,13.67,9.34125,<,<,No Violation
TX1010278,1.11795,2.07245,4.47,<,<,No Violation
TX1010293,38.3706125,45.349325,45.2025,<,<,No Violation
TX1010294,30.654975,39.7670375,36.895,<,<,No Violation
TX1010348,4.0633,5.140475,6.52625,<,<,No Violation
TX1010418,44.391875,53.6205,41.2925,<,<,No Violation
TX1010429,25.824025,27.9652375,15.07125,<,<,No Violation
TX1010503,41.9290875,51.223475,25.37875,<,<,No Violation
TX1010581,0.278475,0.47845,0.0,<,<,No Violation
TX1010593,1.03365,1.76035,0.0,<,<,No Violation
TX1010625,0.275,0.6,0.0,<,<,No Violation
TX1010670,0.0,0.0,0.0,<,<,No Violation
TX1010678,36.7858625,42.923325,27.52625,<,<,No Violation
TX1010715,3.972,6.1786,0.0,<,<,No Violation
TX1010720,19.255,28.6455,35.105,<,<,No Violation
TX1010774,0.0,0.0,0.0,<,<,No Violation
TX1010884,7.4833375,13.2205125,73.66375,<,<,No Violation
